81	[[-8.606493,41.14458],[-8.606943,41.144814],[-8.60742,41.14548],[-8.607087,41.146128],[-8.606808,41.146812],[-8.606889,41.146956],[-8.607537,41.147136],[-8.608536,41.147379],[-8.609472,41.147613],[-8.610633,41.147811],[-8.612136,41.148009],[-8.621127,41.147568],[-8.622711,41.147829],[-8.624817,41.148531],[-8.625744,41.149971],[-8.626041,41.152095],[-8.626644,41.154165],[-8.626707,41.154381],[-8.626725,41.154408],[-8.627274,41.155452],[-8.628417,41.156829],[-8.628534,41.156811],[-8.628588,41.156802],[-8.628588,41.156928],[-8.628021,41.157657],[-8.62794,41.157873],[-8.628903,41.159007],[-8.628291,41.160933],[-8.627625,41.163012],[-8.627508,41.163399],[-8.627247,41.164389],[-8.627211,41.164524],[-8.628705,41.164974],[-8.631792,41.164677],[-8.633925,41.163669],[-8.636742,41.164407],[-8.639622,41.165145],[-8.642142,41.167224],[-8.645049,41.169654],[-8.647857,41.171994],[-8.650395,41.174037],[-8.6526,41.175837],[-8.654607,41.17761],[-8.65377,41.178555],[-8.652609,41.179932],[-8.653122,41.182317],[-8.653212,41.183541],[-8.653797,41.185341],[-8.652753,41.185764],[-8.652456,41.186511]]
82	[[-8.628336,41.157738],[-8.628336,41.157765],[-8.628057,41.157819],[-8.627931,41.157999],[-8.62875,41.158881],[-8.62848,41.160303],[-8.627832,41.162283],[-8.62749,41.1633],[-8.627472,41.163291],[-8.627445,41.1633],[-8.62722,41.164146],[-8.627103,41.164452],[-8.627112,41.164443],[-8.627103,41.164443],[-8.627103,41.164479],[-8.62677,41.165649],[-8.626455,41.166576],[-8.626464,41.166558],[-8.626464,41.166576],[-8.626446,41.166621],[-8.626491,41.167809],[-8.626914,41.169447],[-8.626257,41.169861],[-8.625816,41.170194],[-8.626122,41.171616],[-8.626599,41.173209],[-8.626239,41.173668],[-8.626104,41.174334],[-8.626356,41.174532],[-8.626365,41.174505],[-8.626347,41.174496],[-8.626302,41.174487],[-8.626275,41.174487],[-8.626266,41.174487],[-8.626248,41.174487],[-8.626239,41.174496],[-8.62623,41.174505],[-8.626239,41.174505],[-8.62623,41.174505],[-8.62623,41.174505],[-8.62623,41.174514],[-8.62623,41.174514]]
83	[[-8.606403,41.144472],[-8.607078,41.144841],[-8.607213,41.145759],[-8.606943,41.146569],[-8.606817,41.146785],[-8.606871,41.146794],[-8.60697,41.147028],[-8.60841,41.147415],[-8.609445,41.147568],[-8.611065,41.147883],[-8.611506,41.146713],[-8.61156,41.146254],[-8.611164,41.146038],[-8.611299,41.145102],[-8.612892,41.144337],[-8.614602,41.143419],[-8.615304,41.142519],[-8.61525,41.140899],[-8.6139,41.141214],[-8.613126,41.14089],[-8.612991,41.140467],[-8.613009,41.140467],[-8.613072,41.140341]]
84	[[-8.618886,41.155281],[-8.618913,41.155236],[-8.618904,41.155191],[-8.618067,41.155074],[-8.615673,41.154642],[-8.613387,41.1543],[-8.612262,41.153724],[-8.611893,41.155398],[-8.6121,41.156793],[-8.61228,41.1579],[-8.611722,41.160006],[-8.611461,41.161419],[-8.611227,41.162301],[-8.61228,41.162895],[-8.612568,41.163849],[-8.613387,41.164209]]
85	[[-8.620245,41.151015],[-8.620848,41.150853],[-8.620911,41.150835],[-8.621181,41.151105],[-8.620812,41.152419],[-8.620983,41.154597],[-8.620893,41.155389],[-8.62092,41.155416],[-8.619642,41.155353],[-8.618544,41.15511],[-8.616132,41.154696],[-8.614287,41.154354],[-8.613945,41.154282],[-8.613972,41.154282],[-8.613333,41.15412],[-8.612172,41.153778],[-8.612181,41.155101],[-8.613189,41.155218],[-8.614422,41.155524],[-8.617104,41.155983],[-8.617824,41.156055],[-8.618139,41.156118],[-8.62038,41.156505],[-8.621109,41.157279],[-8.623404,41.158566],[-8.624718,41.159664],[-8.624718,41.160726],[-8.624781,41.162589],[-8.624826,41.163705],[-8.624871,41.16546],[-8.625114,41.166792],[-8.625159,41.166774],[-8.625177,41.16681],[-8.625384,41.167854],[-8.625438,41.168106],[-8.625591,41.168988],[-8.625987,41.170896],[-8.626473,41.172939],[-8.627436,41.174712],[-8.627895,41.176017],[-8.628759,41.177664],[-8.629425,41.179077],[-8.629461,41.179158],[-8.629452,41.179158],[-8.629452,41.179149],[-8.629452,41.179158],[-8.629884,41.180103],[-8.629974,41.181021],[-8.629056,41.181021],[-8.628534,41.180445],[-8.626869,41.180625],[-8.626356,41.180751],[-8.626338,41.180733],[-8.626338,41.180733],[-8.62632,41.180733],[-8.626284,41.180724]]
86	[[-8.587602,41.137731],[-8.587548,41.137569],[-8.586945,41.136966],[-8.586801,41.136687],[-8.586225,41.135418],[-8.586045,41.13513],[-8.585469,41.134104],[-8.58456,41.133672],[-8.583165,41.132466],[-8.584092,41.131647],[-8.585163,41.131278],[-8.586063,41.131044],[-8.586225,41.130999],[-8.586216,41.130999],[-8.58672,41.130846],[-8.588097,41.130549],[-8.588727,41.130054],[-8.59086,41.130027],[-8.589213,41.131773],[-8.585595,41.133591],[-8.581266,41.135148],[-8.579835,41.137686],[-8.580735,41.140818],[-8.580933,41.144418],[-8.579691,41.148108],[-8.579772,41.151771],[-8.58267,41.154669],[-8.582733,41.158143],[-8.581203,41.161824],[-8.582328,41.165289],[-8.585883,41.166792],[-8.58987,41.168763],[-8.593983,41.171418],[-8.599077,41.171418],[-8.604909,41.171733],[-8.609796,41.174181],[-8.615727,41.174226],[-8.621676,41.173569],[-8.627427,41.172984],[-8.63343,41.171787],[-8.638677,41.169897],[-8.642556,41.168214],[-8.645049,41.169636],[-8.648307,41.1723],[-8.651835,41.175216],[-8.654148,41.177169],[-8.654364,41.178348],[-8.652519,41.179572],[-8.653104,41.182317],[-8.653347,41.183757],[-8.653959,41.186061],[-8.654355,41.188032],[-8.654364,41.188068],[-8.654607,41.189103],[-8.655048,41.191056],[-8.654634,41.191011],[-8.654634,41.190993],[-8.654625,41.190984],[-8.654634,41.190984]]
87	[[-8.674119,41.153868],[-8.673939,41.154336],[-8.672382,41.154912],[-8.670591,41.155929],[-8.667918,41.156973],[-8.66547,41.157936],[-8.664993,41.158413],[-8.666136,41.159691],[-8.66718,41.16123],[-8.665452,41.161653],[-8.663454,41.162553],[-8.663139,41.163408],[-8.663166,41.163381],[-8.663166,41.163372],[-8.663157,41.163363],[-8.663148,41.163372],[-8.663157,41.163372],[-8.663157,41.163372],[-8.662527,41.164254],[-8.661006,41.165964],[-8.660592,41.166477],[-8.660241,41.166882],[-8.658774,41.168628],[-8.657451,41.170176],[-8.656452,41.171409],[-8.65476,41.173434],[-8.653149,41.175171],[-8.651421,41.176386],[-8.652339,41.17734],[-8.653653,41.177439],[-8.654823,41.177736],[-8.654436,41.178312],[-8.652573,41.179131],[-8.652852,41.181237],[-8.653221,41.182983],[-8.65341,41.183838],[-8.653797,41.185377],[-8.654112,41.186817],[-8.653887,41.187744],[-8.651952,41.188005],[-8.651538,41.188617],[-8.651619,41.189526],[-8.652366,41.190606]]
88	[[-8.586387,41.149179],[-8.587422,41.149197],[-8.589654,41.149809],[-8.592453,41.150628],[-8.593551,41.150862],[-8.593533,41.150826],[-8.592921,41.150601],[-8.58987,41.149809],[-8.586783,41.148972],[-8.586045,41.14944],[-8.58636,41.149368],[-8.586378,41.149206],[-8.586378,41.149206],[-8.58636,41.149215],[-8.586351,41.149224],[-8.58636,41.149215],[-8.586378,41.149224],[-8.587269,41.149125],[-8.589762,41.149863],[-8.59275,41.150727],[-8.593371,41.151051],[-8.591994,41.152527],[-8.591085,41.153904],[-8.591076,41.155551],[-8.588961,41.155605],[-8.585919,41.155596],[-8.584029,41.155983],[-8.581464,41.156127],[-8.580006,41.156217],[-8.579457,41.156235],[-8.578539,41.156595],[-8.578593,41.157855],[-8.578494,41.159097],[-8.578467,41.159358],[-8.577792,41.159646],[-8.575866,41.160285],[-8.573895,41.160861],[-8.572257,41.161779],[-8.570934,41.161176],[-8.569899,41.160843],[-8.568783,41.161815],[-8.568396,41.161869],[-8.568369,41.161878],[-8.567082,41.162085],[-8.567208,41.160906],[-8.569116,41.159394],[-8.570925,41.157837],[-8.571771,41.158755],[-8.571978,41.15907],[-8.572374,41.156901],[-8.572545,41.154156],[-8.575173,41.151951],[-8.57826,41.150007],[-8.581446,41.14854],[-8.57988,41.14638],[-8.578242,41.145192],[-8.576928,41.144292],[-8.574237,41.143914],[-8.573013,41.143365],[-8.572023,41.142582],[-8.570502,41.141376],[-8.568423,41.140494],[-8.566155,41.140314],[-8.56377,41.141034],[-8.561763,41.141115],[-8.560908,41.139738],[-8.560458,41.137947],[-8.560233,41.136381],[-8.559585,41.135283],[-8.55801,41.136057],[-8.556534,41.137272]]
89	[[-8.619327,41.156064],[-8.619201,41.155479],[-8.619246,41.155551],[-8.619912,41.155695],[-8.620803,41.155983],[-8.620767,41.156388],[-8.620704,41.156739],[-8.622252,41.157828],[-8.624196,41.158962],[-8.623089,41.159574],[-8.621928,41.160357],[-8.621091,41.160861],[-8.620875,41.162517],[-8.620704,41.163822],[-8.622162,41.164056],[-8.623008,41.164173],[-8.622981,41.164182],[-8.622972,41.164164],[-8.622963,41.164155]]
90	[[-8.628228,41.165181],[-8.628246,41.165046],[-8.62902,41.164956],[-8.632125,41.164443],[-8.635266,41.162922],[-8.637624,41.161824],[-8.640414,41.160699],[-8.642673,41.160195],[-8.643861,41.160357],[-8.646633,41.16087],[-8.65071,41.161608],[-8.654031,41.162148],[-8.65629,41.161986],[-8.658171,41.160969],[-8.660799,41.159952],[-8.66232,41.158917],[-8.661267,41.15772],[-8.66052,41.158548],[-8.660286,41.159061],[-8.660268,41.159061],[-8.660259,41.159052]]
92	[[-8.628858,41.160969],[-8.628534,41.160942],[-8.628705,41.159844],[-8.629686,41.158764],[-8.630028,41.157216],[-8.628813,41.156964],[-8.628273,41.157216],[-8.626473,41.157234],[-8.624979,41.156631],[-8.624826,41.155479],[-8.622522,41.155803],[-8.620425,41.155443],[-8.617914,41.155056],[-8.615043,41.154534],[-8.613486,41.154237],[-8.613414,41.154228],[-8.613324,41.153841],[-8.612082,41.153607],[-8.61138,41.15259],[-8.6103,41.151906],[-8.610318,41.151906],[-8.610741,41.151141],[-8.6112,41.149413],[-8.611344,41.147865],[-8.611344,41.147775]]
93	[[-8.612532,41.145939],[-8.612118,41.146029],[-8.611911,41.146056],[-8.610678,41.146002],[-8.609355,41.146839],[-8.608734,41.147199],[-8.608464,41.147685],[-8.607627,41.149017],[-8.606817,41.150889],[-8.605809,41.152509],[-8.604684,41.153355],[-8.604639,41.154336],[-8.604594,41.155668],[-8.604333,41.158782],[-8.604486,41.16006],[-8.603964,41.161248],[-8.603847,41.161545],[-8.603892,41.161581],[-8.603937,41.161698],[-8.602695,41.162922],[-8.600526,41.164659],[-8.598897,41.165595],[-8.598555,41.165748],[-8.596413,41.166549],[-8.593245,41.167512],[-8.590482,41.169024],[-8.588619,41.170851],[-8.587107,41.173227],[-8.586054,41.175414],[-8.584767,41.177691],[-8.583615,41.179725],[-8.582841,41.180778],[-8.581167,41.180409],[-8.578071,41.180724],[-8.575002,41.180364],[-8.572509,41.179959],[-8.572149,41.17995],[-8.570295,41.179401],[-8.568486,41.180706],[-8.566902,41.181651],[-8.565228,41.181084],[-8.563032,41.181417],[-8.560386,41.182047],[-8.558874,41.183469],[-8.557839,41.183757],[-8.557515,41.184981],[-8.556759,41.185629],[-8.556066,41.185386],[-8.555247,41.18643],[-8.553321,41.187006],[-8.551728,41.187438],[-8.548974,41.188203],[-8.547372,41.188626],[-8.547372,41.188608],[-8.547372,41.188608]]
94	[[-8.611965,41.154129],[-8.611956,41.154219],[-8.611929,41.15448],[-8.611947,41.15466],[-8.611929,41.154759],[-8.611893,41.154768],[-8.611866,41.154768],[-8.611866,41.154759],[-8.611884,41.154759],[-8.611884,41.15547],[-8.611398,41.157018],[-8.610156,41.157261],[-8.61012,41.157243],[-8.610102,41.157252],[-8.610102,41.157261],[-8.610102,41.157261],[-8.609112,41.157468],[-8.608392,41.158926],[-8.607924,41.160006],[-8.606862,41.162436],[-8.606277,41.164119],[-8.606268,41.164245],[-8.606331,41.164245],[-8.606304,41.164974],[-8.606484,41.166252],[-8.606502,41.166288],[-8.606961,41.166495],[-8.607591,41.16573],[-8.608518,41.165019],[-8.608545,41.164578],[-8.608536,41.164578],[-8.608545,41.16447],[-8.609148,41.162751],[-8.609247,41.162589],[-8.609247,41.162589],[-8.609742,41.162535],[-8.61102,41.16267],[-8.611011,41.162688],[-8.612811,41.162949],[-8.614134,41.163138],[-8.614107,41.163165],[-8.614593,41.163183],[-8.617644,41.163525],[-8.619678,41.163768],[-8.622,41.164056],[-8.623116,41.164182],[-8.623125,41.164164],[-8.623134,41.164128],[-8.623143,41.164155],[-8.623395,41.164218]]
95	[[-8.603631,41.146542],[-8.604288,41.146389],[-8.603028,41.146164],[-8.602137,41.146515],[-8.601984,41.147028],[-8.602029,41.14773],[-8.602155,41.148873],[-8.602272,41.150367],[-8.602353,41.152428],[-8.602497,41.154462],[-8.602272,41.156298],[-8.601777,41.157522],[-8.601768,41.157756],[-8.60175,41.15772],[-8.60166,41.157936],[-8.601084,41.159304],[-8.599563,41.159025],[-8.598753,41.158368],[-8.598105,41.15772],[-8.597367,41.157171],[-8.597223,41.157216],[-8.597232,41.157234],[-8.59707,41.157036]]
96	[[-8.617563,41.146182],[-8.617527,41.145849],[-8.616978,41.144832],[-8.615754,41.145426],[-8.615745,41.145408],[-8.615466,41.145714],[-8.615142,41.147046],[-8.615142,41.147118],[-8.61579,41.147298],[-8.617455,41.147235],[-8.617716,41.147217],[-8.618013,41.147505],[-8.618796,41.148603],[-8.619948,41.148468],[-8.620758,41.148927],[-8.621055,41.150565],[-8.620893,41.152284],[-8.621001,41.154246],[-8.620821,41.15547],[-8.620848,41.155452],[-8.620812,41.155803],[-8.62092,41.157225],[-8.622819,41.158242],[-8.624682,41.159475],[-8.624664,41.159718],[-8.624691,41.160492],[-8.624709,41.161563],[-8.624718,41.161563],[-8.624727,41.161554],[-8.624736,41.161545],[-8.624736,41.161536],[-8.624736,41.161536],[-8.624727,41.161545],[-8.6247,41.161554]]
97	[[-8.602821,41.143239],[-8.601813,41.141241],[-8.601192,41.138298],[-8.602506,41.13522],[-8.59932,41.132754],[-8.597151,41.130882],[-8.596026,41.130279],[-8.594424,41.129982],[-8.593506,41.129343],[-8.592876,41.128587],[-8.591193,41.12955],[-8.588709,41.130459],[-8.58825,41.130639],[-8.588259,41.130603],[-8.588268,41.130603],[-8.588268,41.130603],[-8.588565,41.131179],[-8.588835,41.131746],[-8.588988,41.132565],[-8.58771,41.133465],[-8.587107,41.133888],[-8.586999,41.133879],[-8.586891,41.133933],[-8.586945,41.133861]]
98	[[-8.654778,41.173533],[-8.654418,41.173866],[-8.652888,41.175369],[-8.651349,41.176476],[-8.652501,41.177538],[-8.650683,41.178213],[-8.647911,41.178753],[-8.646021,41.179509],[-8.645787,41.180544]]
99	[[-8.601273,41.181759],[-8.601246,41.181768],[-8.601057,41.182182]]
100	[[-8.640792,41.149026],[-8.640126,41.146227],[-8.639721,41.143671],[-8.641881,41.143797],[-8.640072,41.145192],[-8.637588,41.144319],[-8.635608,41.142411],[-8.63496,41.140863],[-8.6355,41.14161],[-8.635977,41.141466],[-8.636085,41.141385],[-8.636094,41.141376],[-8.636193,41.14134],[-8.63622,41.141322],[-8.636139,41.141367],[-8.636121,41.141376],[-8.636193,41.14143],[-8.63622,41.141538],[-8.636193,41.14152],[-8.636175,41.141475],[-8.636175,41.141412],[-8.636175,41.141412],[-8.636175,41.14143],[-8.636157,41.141457],[-8.63613,41.141583],[-8.636139,41.141619],[-8.636148,41.141574],[-8.63568,41.141583],[-8.635941,41.142492],[-8.637381,41.143329],[-8.638704,41.142564],[-8.638002,41.140827],[-8.636616,41.140008],[-8.634582,41.140683],[-8.633538,41.140458],[-8.634951,41.141826],[-8.636949,41.143806],[-8.639325,41.144013],[-8.640144,41.146893],[-8.641062,41.150376],[-8.644068,41.152986],[-8.645868,41.156568],[-8.648433,41.159916],[-8.648838,41.163345],[-8.645004,41.165748],[-8.640981,41.168124],[-8.637246,41.170815],[-8.632962,41.171841],[-8.628309,41.17275],[-8.623755,41.173272],[-8.618805,41.173713],[-8.613792,41.174451],[-8.609184,41.173983],[-8.605485,41.171697],[-8.60085,41.171031],[-8.596566,41.17158],[-8.593074,41.170725],[-8.590023,41.168754],[-8.588304,41.166936],[-8.588529,41.166054],[-8.588844,41.165442],[-8.589645,41.163975],[-8.589996,41.164002],[-8.590023,41.163903],[-8.59005,41.163957],[-8.590041,41.163957],[-8.58996,41.164182],[-8.590032,41.164245],[-8.590068,41.164146],[-8.59005,41.164119],[-8.590041,41.164218],[-8.590059,41.164317],[-8.590014,41.164326],[-8.590032,41.164317],[-8.590032,41.164335],[-8.590014,41.164344],[-8.590122,41.164227],[-8.590131,41.164209],[-8.590122,41.164164],[-8.590104,41.164092],[-8.590077,41.164182],[-8.590086,41.164173],[-8.590131,41.164056],[-8.590158,41.164029],[-8.590167,41.164047],[-8.590176,41.164047],[-8.590176,41.164029],[-8.590158,41.164056],[-8.590158,41.164065],[-8.590158,41.164065],[-8.590158,41.164056],[-8.590158,41.164065],[-8.590221,41.163957],[-8.590266,41.163903],[-8.590257,41.163876],[-8.590266,41.163894],[-8.590266,41.163894],[-8.590284,41.163876],[-8.590275,41.163768],[-8.590284,41.16375],[-8.590257,41.163759],[-8.590239,41.163768],[-8.590185,41.163741],[-8.590194,41.163309],[-8.59122,41.162103],[-8.590302,41.163021],[-8.589708,41.163732],[-8.589447,41.164011],[-8.58861,41.165928],[-8.587638,41.168259],[-8.58753,41.168385],[-8.589186,41.168547],[-8.592075,41.170122],[-8.595684,41.171949],[-8.600076,41.171256],[-8.604639,41.171706],[-8.608392,41.173614],[-8.612532,41.174568],[-8.617158,41.174019],[-8.622414,41.173488],[-8.627427,41.172984],[-8.632323,41.172021],[-8.637048,41.170779],[-8.640729,41.16834],[-8.644149,41.166009],[-8.647713,41.164371],[-8.649495,41.161905],[-8.64918,41.159826],[-8.649252,41.157729],[-8.648496,41.155875],[-8.649054,41.154723],[-8.650206,41.153913],[-8.650287,41.153814],[-8.650089,41.1534],[-8.649288,41.152356],[-8.649711,41.151078],[-8.648487,41.150637],[-8.647947,41.150565],[-8.647776,41.150664],[-8.647713,41.150691],[-8.647695,41.150682]]
101	[[-8.610381,41.153634],[-8.610417,41.153607],[-8.610444,41.15367],[-8.610462,41.153715],[-8.610525,41.153598],[-8.610561,41.153562],[-8.611938,41.153589],[-8.612073,41.154435],[-8.613063,41.155137],[-8.614989,41.155695],[-8.617653,41.1561],[-8.618013,41.156109],[-8.619903,41.156613],[-8.622207,41.156901],[-8.62452,41.157252],[-8.627247,41.157666],[-8.627976,41.158152],[-8.629506,41.158827],[-8.63037,41.157297],[-8.631864,41.157072],[-8.63325,41.158593],[-8.635257,41.159079],[-8.635599,41.15907],[-8.63568,41.159061],[-8.636886,41.159403],[-8.638794,41.159619],[-8.638902,41.159439],[-8.638632,41.159142],[-8.638551,41.159061],[-8.638479,41.159097],[-8.638434,41.159196],[-8.638416,41.159214],[-8.638533,41.159421],[-8.637498,41.159367]]
103	[[-8.660232,41.152977],[-8.66214,41.153697],[-8.66412,41.156712],[-8.664453,41.158485],[-8.660817,41.159835],[-8.65647,41.161608],[-8.655633,41.162202],[-8.654931,41.162112],[-8.65179,41.161608],[-8.646237,41.160645],[-8.644248,41.160195],[-8.643645,41.160114],[-8.642502,41.159952],[-8.642475,41.160042],[-8.642367,41.159997],[-8.640477,41.1597],[-8.63739,41.15925],[-8.636931,41.158062],[-8.635761,41.157774],[-8.635536,41.158863]]
104	[[-8.620938,41.150034],[-8.620992,41.150007],[-8.621019,41.149998],[-8.621046,41.149989],[-8.621064,41.149971],[-8.621064,41.150475],[-8.621055,41.150565],[-8.621253,41.151438],[-8.620839,41.152824],[-8.620965,41.15466],[-8.620785,41.156568],[-8.621388,41.15745],[-8.622981,41.158314],[-8.624673,41.159583],[-8.624709,41.161446],[-8.624772,41.162976],[-8.624826,41.164506],[-8.624907,41.165856],[-8.625078,41.166747],[-8.625276,41.167575],[-8.625393,41.168142],[-8.625438,41.168403],[-8.624124,41.168844],[-8.622882,41.169195],[-8.623134,41.170338],[-8.62245,41.171967],[-8.619768,41.173578],[-8.61534,41.174154],[-8.610156,41.174181],[-8.60571,41.17185],[-8.600139,41.171175],[-8.594901,41.17176],[-8.590671,41.169114],[-8.586585,41.166792],[-8.583228,41.165919],[-8.58222,41.163894],[-8.580879,41.163633],[-8.578764,41.164794],[-8.576559,41.166882],[-8.573724,41.168646],[-8.571258,41.168781],[-8.569701,41.16933],[-8.569134,41.170482],[-8.56701,41.171625],[-8.567685,41.173551],[-8.566542,41.175099],[-8.564823,41.176395],[-8.564499,41.177187],[-8.563329,41.176818],[-8.562033,41.176899],[-8.561358,41.177502],[-8.559936,41.177493],[-8.559315,41.176998],[-8.559162,41.177205],[-8.559162,41.177214],[-8.559153,41.177214]]
105	[[-8.67411,41.153868],[-8.674119,41.153841],[-8.673975,41.153985],[-8.673426,41.154714],[-8.672256,41.154669],[-8.671239,41.153706],[-8.670789,41.153103],[-8.67069,41.152986],[-8.670582,41.152941],[-8.670573,41.152932],[-8.670618,41.152941],[-8.670708,41.152968],[-8.670744,41.152986],[-8.670771,41.152986],[-8.670807,41.152995],[-8.670843,41.153004],[-8.670888,41.153013],[-8.670906,41.153013],[-8.670762,41.152977],[-8.670762,41.152986],[-8.670771,41.152995],[-8.670762,41.152986],[-8.670762,41.152986],[-8.670825,41.153004],[-8.670681,41.152941],[-8.670672,41.152941],[-8.670366,41.153004],[-8.669538,41.15241],[-8.668224,41.151771],[-8.667369,41.15133],[-8.667432,41.150898],[-8.667612,41.150358],[-8.667864,41.15007],[-8.667954,41.1498],[-8.668008,41.149431],[-8.668152,41.14908],[-8.668332,41.148792],[-8.668386,41.148765],[-8.668548,41.14872],[-8.668656,41.148729],[-8.668701,41.148747],[-8.668674,41.148738],[-8.668674,41.148729],[-8.668674,41.148738],[-8.668701,41.148738],[-8.668656,41.148747],[-8.668674,41.148756],[-8.668692,41.148702],[-8.669376,41.148576],[-8.669106,41.148144],[-8.667324,41.147451],[-8.665416,41.147937],[-8.663175,41.147847],[-8.661141,41.147424],[-8.658927,41.146821],[-8.656911,41.14719],[-8.654931,41.148189],[-8.654373,41.148414],[-8.653572,41.14836],[-8.652033,41.148207],[-8.649873,41.147883],[-8.647947,41.148342],[-8.64594,41.148414],[-8.643591,41.148081],[-8.640981,41.148315],[-8.638848,41.148405],[-8.638155,41.14836],[-8.636121,41.148144],[-8.633934,41.147496],[-8.632125,41.146542],[-8.630289,41.145291],[-8.627742,41.144661],[-8.624952,41.144706],[-8.622405,41.143905],[-8.620479,41.142681],[-8.618355,41.141304],[-8.616312,41.140467],[-8.614854,41.14098],[-8.613585,41.141475],[-8.609886,41.140836],[-8.60769,41.141241],[-8.604963,41.141826],[-8.602191,41.141961],[-8.599311,41.141763],[-8.596836,41.140647],[-8.594289,41.139927],[-8.591373,41.14017],[-8.588853,41.14107],[-8.58699,41.142798],[-8.584488,41.143617],[-8.581644,41.143734],[-8.579097,41.144238],[-8.576784,41.144274],[-8.574606,41.143878],[-8.573058,41.143374],[-8.572041,41.142627],[-8.571042,41.141745],[-8.569755,41.14098],[-8.568225,41.140503],[-8.566434,41.140305],[-8.565525,41.140224],[-8.564841,41.139954],[-8.56395,41.140197],[-8.563329,41.139855],[-8.564094,41.13927],[-8.564418,41.138397],[-8.563923,41.138046],[-8.563095,41.137506],[-8.563365,41.136363],[-8.564175,41.135832],[-8.563518,41.135904],[-8.563455,41.135913]]
106	[[-8.618913,41.154615],[-8.618778,41.154111],[-8.618292,41.153157],[-8.617842,41.15268],[-8.616024,41.152707],[-8.614359,41.152941],[-8.613567,41.153022],[-8.613459,41.153526],[-8.613099,41.15367],[-8.611965,41.153481],[-8.6121,41.15268],[-8.612298,41.151699],[-8.612469,41.150853],[-8.612361,41.150313],[-8.61246,41.149836],[-8.612298,41.149656],[-8.612199,41.149521],[-8.612154,41.14944],[-8.612298,41.149008],[-8.612424,41.148378],[-8.613,41.148243],[-8.621757,41.147559],[-8.623755,41.14809],[-8.62551,41.1489],[-8.625906,41.150853],[-8.626275,41.152572],[-8.628345,41.152455],[-8.630892,41.152617],[-8.63325,41.152635],[-8.635959,41.1525],[-8.638533,41.153085],[-8.641107,41.153715],[-8.643546,41.154435],[-8.646147,41.1543],[-8.648559,41.154246],[-8.650395,41.153922],[-8.651529,41.152617],[-8.651781,41.153175],[-8.651691,41.153733],[-8.652123,41.154516],[-8.65224,41.154624],[-8.652267,41.154633]]
108	[[-8.573616,41.17077],[-8.574057,41.170572],[-8.573445,41.171841],[-8.573643,41.171994],[-8.573022,41.172534],[-8.573706,41.173533],[-8.57223,41.174451],[-8.573112,41.174352],[-8.574471,41.174199],[-8.576208,41.174487],[-8.578431,41.174541],[-8.580978,41.17428],[-8.583255,41.173965],[-8.584362,41.174325],[-8.584857,41.17392],[-8.586,41.171616],[-8.587098,41.169447],[-8.587206,41.169222],[-8.587476,41.1687],[-8.588412,41.166774],[-8.589384,41.164335],[-8.591274,41.162184],[-8.592444,41.160285],[-8.593191,41.159043],[-8.593587,41.15826],[-8.59419,41.157225],[-8.594838,41.156154],[-8.595486,41.154984],[-8.59554,41.154894],[-8.596035,41.153994],[-8.596692,41.152896],[-8.596989,41.15241],[-8.597925,41.150736],[-8.599671,41.14944],[-8.600544,41.149008],[-8.600526,41.14899],[-8.600571,41.148837],[-8.600958,41.147991],[-8.601759,41.147316],[-8.601831,41.147298],[-8.601831,41.147289],[-8.601939,41.147226],[-8.603397,41.146605],[-8.603694,41.146623],[-8.603982,41.146515],[-8.605278,41.145543],[-8.606592,41.144931],[-8.60661,41.144922],[-8.607258,41.145156],[-8.607312,41.145687],[-8.607249,41.145696],[-8.607249,41.145705],[-8.607015,41.145984],[-8.606853,41.146803],[-8.606817,41.146902],[-8.607609,41.147082],[-8.608581,41.147316],[-8.610714,41.147784],[-8.612667,41.148207],[-8.614224,41.148378],[-8.614845,41.147433],[-8.615439,41.147298],[-8.617329,41.147298],[-8.617671,41.146443]]
